Origin,Country,Country,Country,Country
Algerian, Peru,Visa required,,
Algerian, Philippines,Visa required,,
Algerian, Poland,Visa required,,
Algerian, Portugal,Visa required,,
Algerian, Qatar,eVisa,,
Algerian, Romania,Visa required,,
Algerian, Russia,Visa required,,
Algerian, Rwanda,eVisa / Visa on arrival,30 days,
Algerian, Saint Kitts and Nevis,eVisa,,
Algerian, Saint Lucia,Visa required,,
Algerian, Saint Vincent and the Grenadines,Visa not required,1 month,
Algerian, Samoa,Visa not required,60 days,
Algerian, San Marino,Visa required,,
Algerian, São Tomé and Príncipe,eVisa,,
Algerian, Saudi Arabia,Visa required,,
Algerian, Senegal,Visa on arrival,90 days,
Algerian, Serbia,Visa required,,90 days for visa holders or residents of the European Union member states and the United States.
Algerian, Seychelles,Free Visitor's Permit on arrival,3 months,
Algerian, Sierra Leone,Visa required,,
Algerian, Singapore,Visa required,,
Algerian, Slovakia,Visa required,,
Algerian, Slovenia,Visa required,,
Algerian, Solomon Islands,Visa required,,
Algerian, Somalia,Visa on arrival,30 days,"Available at Bosaso Airport, Galcaio Airport and Mogadishu Airport."
Algerian, South Africa,Visa required,,
Algerian, South Sudan,Electronic Visa,,Obtainable online[179]Printed visa authorization must be presented at the time of travel[179]
Algerian, Spain,Visa required,,
Algerian, Sri Lanka,eVisa / Visa on arrival,,
Algerian, Sudan,Visa required,,
Algerian, Suriname,eVisa,,
Algerian, Sweden,Visa required,,
Algerian,  Switzerland,Visa required,,
Algerian, Syria,Visa required,,According to the Law No. 2 of 2014 all visitors require visas prior to arrival.[187][188][189]
Algerian, Tajikistan,eVisa,45 days,E-visa holders can enter through all border points.[191]
Algerian, Tanzania,eVisa / Visa on arrival,90 days,
Algerian, Thailand,Visa required,,
Algerian, Timor-Leste,Visa on arrival,30 days,
Algerian, Togo,Visa on arrival,7 days,
Algerian, Tonga,Visa required,,
Algerian, Trinidad and Tobago,Visa required,,
Algerian, Tunisia,Visa not required,90 days,
Algerian, Turkey,Visa required,,Those below 18 or over 35 years old may obtain a visa online
Algerian, Turkmenistan,Visa required,,
Algerian, Tuvalu,Visa on arrival,1 month,
Algerian, Uganda,eVisa / Visa on arrival,,May apply online.[204]
Algerian, Ukraine,Visa required,,
Algerian, United Arab Emirates,Visa required,,
Algerian, United Kingdom and Crown dependencies,Visa required,,
Algerian, United States,Visa required,,
Algerian, Uruguay,Visa required,,
Algerian, Uzbekistan,eVisa,30 days,5-day visa-free transit at the international airports if holding a confirmed onward ticket for a flight to a third country.[211]
Algerian, Vanuatu,Visa required,,
Algerian,  Vatican City,Visa required,,
Algerian, Venezuela,Visa required,,
Algerian, Vietnam,Visa required,,
Algerian, Yemen,Visa on arrival,1 month,
Algerian, Zambia,eVisa,,
Algerian, Zimbabwe,Visa on arrival,3 months,
Origin,Country,Country,Country,Country
Andorran, Afghanistan,Visa required,,
Andorran, Albania,Visa not required,90 days,
Andorran, Algeria,Visa required,,
Andorran, Angola,Visa required,,
Andorran, Antigua and Barbuda,Visa not required,,
Andorran, Argentina,Visa not required,90 days,
Andorran, Armenia,Visa not required,180 days,
Andorran, Australia,eVisitor,90 days,90 days on each visit in 12-month period if granted
Andorran, Austria,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Azerbaijan,eVisa,30 days[12],
Andorran, Bahamas,Visa not required,8 months,
Andorran, Bahrain,eVisa / Visa on arrival,14 days,
Andorran, Bangladesh,Visa on arrival,30 days,
Andorran, Barbados,Visa required,,
Andorran, Belarus,Visa not required,30 days,Must arrive and depart via Minsk International Airport.
Andorran, Belgium,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Belize,Visa not required,,
Andorran, Benin,eVisa / Visa on arrival,30 days / 8 days,Must have an international vaccination certificate.
Andorran, Bhutan,Visa required,,
Andorran, Bolivia,Visa not required,90 days,
Andorran, Bosnia and Herzegovina,Visa not required,90 days,90 days within any 6-month period
Andorran, Botswana,Visa required,,
Andorran, Brazil,Visa not required,90 days,
Andorran, Brunei,Visa required,,
Andorran, Bulgaria,Visa not required,90 days,90 days within any 180 day period
Andorran, Burkina Faso,Visa required,,
Andorran, Burundi,Visa required,,
Andorran, Cambodia,eVisa / Visa on arrival,30 days,Visa is also obtainable online.[32]
Andorran, Cameroon,Visa required,,
Andorran, Canada,Visa not required,6 months,eTA required if arriving by air.[35]
Andorran, Cape Verde,Visa not required,30 days,
Andorran, Central African Republic,Visa required,,
Andorran, Chad,Visa required,,
Andorran, Chile,Visa not required,90 days,
Andorran, China,Visa required,,
Andorran, Colombia,Visa not required,90 days,90 days - extendable up to 180-days stay within a one-year period
Andorran, Comoros,Visa on arrival,,
Andorran, Republic of the Congo,Visa required,,
Andorran, Democratic Republic of the Congo,Visa required,,
Andorran, Costa Rica,Visa not required,90 days,
Andorran, Côte d'Ivoire,eVisa,3 months,eVisa holders must arrive via Port Bouet Airport.
Andorran, Croatia,Visa not required,90 days,90 days within any 180 day period
Andorran, Cuba,Tourist Card required,30 days,
Andorran, Cyprus,Visa not required,90 days,90 days within any 180 day period
Andorran, Czech Republic,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Denmark,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Djibouti,eVisa,31 days,
Andorran, Dominica,Visa not required,21 days,
Andorran, Dominican Republic,Visa not required,90 days,
Andorran, Ecuador,Visa not required,90 days,
Andorran, Egypt,Visa on arrival,30 days,
Andorran, El Salvador,Visa not required,3 months,
Andorran, Equatorial Guinea,Visa required,,
Andorran, Eritrea,Visa required,,
Andorran, Estonia,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Eswatini,Visa not required,30 days,
Andorran, Ethiopia,eVisa,up to 90 days,eVisa holders must arrive via Addis Ababa Bole International Airport
Andorran, Fiji,Visa required,,
Andorran, Finland,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, France,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Gabon,eVisa,,eVisa visa holders must arrive via Libreville International Airport.
Andorran, Gambia,Visa not required,90 days,
Andorran, Georgia,Visa not required,1 year,
Andorran, Germany,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Ghana,Visa required,,
Andorran, Greece,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Grenada,Visa required,,
Andorran, Guatemala,Visa not required,90 days,
Andorran, Guinea,eVisa,90 days,
Andorran, Guinea-Bissau,eVisa / Visa on arrival,90 days,
Andorran, Guyana,Visa required,,
Andorran, Haiti,Visa not required,90 days,
Andorran, Honduras,Visa not required,3 months,
Andorran, Hungary,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Iceland,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, India,e-Visa,,e-Visa holders must arrive via 26 designated airports[Note 1] or 3 designated seaports.[Note 2][82]An Indian e-Tourist Visa can only be obtained twice in one calendar year.
Andorran, Indonesia,Visa not required,30 days,
Andorran, Iran,eVisa/Visa on arrival,15 days.[86],
Andorran, Iraq,Visa required,,
Andorran, Ireland,Visa not required,90 days,
Andorran, Israel,Visa not required,3 months,
Andorran, Italy,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Jamaica,Visa not required,90 days,
Andorran, Japan,Visa not required,90 days,
Andorran, Jordan,Visa on arrival,,Conditions apply[94]
Andorran, Kazakhstan,Visa required,,
Andorran, Kenya,eVisa / Visa on arrival,3 months,
Andorran, Kiribati,Visa required,,
Andorran, North Korea,Visa required,,
Andorran, South Korea,Visa not required,30 days,
Andorran, Kuwait,eVisa / Visa on arrival,3 months,
Andorran, Kyrgyzstan,Visa not required,60 days,
Andorran, Laos,eVisa / Visa on arrival,30 days,"Visa on arrival is available at Luangphabang, Pakse, Savannakhet and Vientiane international airports, the 4 Thai-Lao Friendship Bridges,[Note 3] 13 border crossings,[Note 4] and Tanalaeng train station in Vientiane.[104] Visa on arrival facilities will be gradually phased out starting in January 2020.[105]eVisa may be used to enter Laos through Wattay International Airport and the First Thai–Lao Friendship BridgeThe Lalai, Lantui, Meuang mom, Pakxan, and Phoudou border crossings are open only to visa holders.Visa on arrival is extendable up to 60 days."
Andorran, Latvia,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Lebanon,Free visa on arrival,1 month,"Extendable for 2 additional monthsGranted free of charge at Beirut International Airport or any other port of entry if there is no Israeli visa or seal, holding a telephone number, an address in Lebanon, and a non refundable return or circle trip ticket."
Andorran, Lesotho,eVisa,,
Andorran, Liberia,Visa required,,
Andorran, Libya,Visa required,,
Andorran, Liechtenstein,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Lithuania,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Luxembourg,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Madagascar,eVisa / Visa on arrival,90 days,
Andorran, Malawi,eVisa / Visa on arrival,90 days,
Andorran, Malaysia,Visa not required,30 days,
Andorran, Maldives,Free visa on arrival,30 days,
Andorran, Mali,Visa not required,,
Andorran, Malta,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Marshall Islands,Visa on arrival,90 days,
Andorran, Mauritania,Visa on arrival,,Available at Nouakchott–Oumtounsy International Airport.
Andorran, Mauritius,Visa on arrival,60 days,
Andorran, Mexico,Visa not required,180 days,
Andorran, Micronesia,Visa not required,30 days,
Andorran, Moldova,Visa not required,90 days,90 days within any 180 days period
Andorran, Monaco,Visa not required,,
Andorran, Mongolia,Visa required,,
Andorran, Montenegro,Visa not required,90 days,
Andorran, Morocco,Visa not required,3 months,
Andorran, Mozambique,Visa on arrival,30 days,Obtainable at Maputo Airport
Andorran, Myanmar,Visa required,,
Andorran, Namibia,Visa required,,
Andorran, Nauru,Visa required,,
Andorran,   Nepal,Visa on arrival,90 days,
Andorran, Netherlands,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, New Zealand,Electronic Travel Authority,3 months,"International Visitor Conservation and Tourism Levy must be paid upon requesting an Electronic Travel Authority.[140]Holders of an Australian Permanent Resident Visa or Resident Return Visa may be granted a New Zealand Resident Visa on arrival permitting indefinite stay (pursuant to the Trans-Tasman Travel Arrangement), subject to meeting character requirements and obtaining an Electronic Travel Authority prior to departure.[141]  Such travellers are not required to pay the International Visitor Conservation and Tourism Levy.[140]"
Andorran, Nicaragua,Visa not required,90 days,
Andorran, Niger,Visa required,,
Andorran, Nigeria,Visa required,,
Andorran, Norway,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, North Macedonia,Visa not required,90 days,
Andorran, Oman,eVisa,30 days,
Andorran, Pakistan,Online Visa,90 days,
Andorran, Palau,Free visa on arrival,30 days,
Andorran, Panama,Visa not required,180 days,
Andorran, Papua New Guinea,eVisa / Free visa on arrival,30 days,
Andorran, Paraguay,Visa not required,90 days,
Andorran, Peru,Visa not required,183 days,
Andorran, Philippines,Visa not required,30 days,
Andorran, Poland,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Portugal,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Qatar,eVisa / Visa on arrival,30 days,Available at Hamad International Airport.eVisa is also available.
Andorran, Romania,Visa not required,90 days,90 days within any 180 day period
Andorran, Russia,Visa not required,90 days,90 days within any 365-day period[160]
Andorran, Rwanda,eVisa / Visa on arrival,,
Andorran, Saint Kitts and Nevis,eVisa,,
Andorran, Saint Lucia,Visa not required,6 weeks,
Andorran, Saint Vincent and the Grenadines,Visa not required,1 month,
Andorran, Samoa,Visa not required,60 days,
Andorran, San Marino,Visa not required,,
Andorran, São Tomé and Príncipe,Visa not required,15 days[168][169],
Andorran, Saudi Arabia,eVisa / Visa on arrival,90 days,
Andorran, Senegal,Visa on arrival,90 days,Must hold an invitation letter.Visa available online.[173]
Andorran, Serbia,Visa not required,90 days,
Andorran, Seychelles,Free Visitor's Permit on arrival,3 months,
Andorran, Sierra Leone,Visa required,,
Andorran, Singapore,Visa not required,90 days,
Andorran, Slovakia,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Slovenia,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Solomon Islands,Free Visitor's permit on arrival,3 months,
Andorran, Somalia,Visa on arrival,30 days,"Available at Bosaso Airport, Galcaio Airport and Mogadishu Airport."
Andorran, South Africa,Visa not required,90 days,
Andorran, South Sudan,Electronic Visa,,Obtainable online[184]Printed visa authorization must be presented at the time of travel[184]
Andorran, Spain,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Sri Lanka,eVisa / Visa on arrival,30 days,
Andorran, Sudan,Visa required,,
Andorran, Suriname,eVisa,,
Andorran, Sweden,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran,  Switzerland,Visa not required,90 days,90 days within any 180 day period in the Schengen Area
Andorran, Syria,Visa required,,
Andorran, Tajikistan,Visa on arrival,45 days,Available at Dushanbe International Airport.Visa also available online.E-visa holders can enter through all border points.[193]
Andorran, Tanzania,eVisa / Visa on arrival,3 months,
